application_id,net_monthly_income,monthly_debt_payment,monthly_expenses,property_value,requested_amount,requested_term_months,active_loan_count,has_late_payments,employment_tenure_months,average_monthly_balance,estimated_monthly_payment,debt_to_income_ratio,loan_to_value_ratio,payment_to_income_ratio,expense_to_income_ratio,total_obligations_to_income_ratio,employment_stability_score,banking_capacity_score,credit_history_score,default_flag,recommended_amount
APP-000984,9698.04,3564.99,1362.04,448199.1,238871.85,180,0,0,20,14323.7,1327.07,0.3676,0.533,0.1368,0.1404,0.6449,60,75,100,0,0.0
APP-000985,10522.34,0.0,3874.48,651887.35,504909.34,240,1,0,18,2896.34,2103.79,0.0,0.7745,0.1999,0.3682,0.5681,60,30,92,0,465000.0
APP-000986,4006.34,1639.35,1356.26,295626.24,227837.6,240,3,0,70,1760.45,949.32,0.4092,0.7707,0.237,0.3385,0.9847,100,55,76,0,0.0
APP-000987,9559.33,3908.99,4767.04,942053.36,712034.81,120,0,0,63,191.19,5933.62,0.4089,0.7558,0.6207,0.4987,1.5283,100,30,100,1,0.0
APP-000988,7531.62,419.05,5552.42,557307.18,365429.11,240,2,0,56,5959.06,1522.62,0.0556,0.6557,0.2022,0.7372,0.995,80,55,84,0,307000.0
APP-000989,6955.07,0.0,834.61,660084.74,546248.4,180,1,0,79,14663.26,3034.71,0.0,0.8275,0.4363,0.12,0.5563,100,75,92,0,403000.0
APP-000990,11285.78,2368.76,8846.58,920164.73,475865.24,240,1,0,34,11433.72,1982.77,0.2099,0.5172,0.1757,0.7839,1.1694,80,75,92,1,349000.0
APP-000991,13233.68,4990.94,5064.63,1314014.6,934845.51,120,0,0,40,14073.41,7790.38,0.3771,0.7114,0.5887,0.3827,1.3485,80,75,100,1,0.0
APP-000992,14241.98,6306.02,6774.19,981803.08,634928.41,180,1,0,62,19943.67,3527.38,0.4428,0.6467,0.2477,0.4756,1.1661,100,75,92,1,0.0
APP-000993,12707.39,1246.39,2460.49,1436239.62,907633.45,240,1,0,58,3151.26,3781.81,0.0981,0.632,0.2976,0.1936,0.5893,80,30,92,0,707000.0
APP-000994,8148.85,3791.47,4722.25,499221.96,387265.05,180,2,0,30,9556.63,2151.47,0.4653,0.7757,0.264,0.5795,1.3088,80,75,84,1,0.0
APP-000995,9628.7,0.0,4107.95,541168.7,465444.16,240,1,0,93,18788.46,1939.35,0.0,0.8601,0.2014,0.4266,0.628,100,75,92,1,398000.0
APP-000996,10953.83,1845.42,4492.88,528183.42,356722.8,240,1,0,23,15619.15,1486.34,0.1685,0.6754,0.1357,0.4102,0.7143,60,75,92,0,328000.0
APP-000997,8887.77,1436.18,1066.53,995060.84,817431.08,240,1,0,42,18045.27,3405.96,0.1616,0.8215,0.3832,0.12,0.6648,80,75,92,0,370000.0
APP-000998,8918.45,3400.85,3851.05,755838.75,549091.37,120,1,0,24,20402.89,4575.76,0.3813,0.7265,0.5131,0.4318,1.3262,60,75,92,1,0.0
APP-000999,11136.01,4474.03,6184.19,712546.81,430338.95,300,0,0,163,19447.16,1434.46,0.4018,0.6039,0.1288,0.5553,1.0859,100,75,100,1,0.0
APP-001000,8310.3,2938.45,3176.16,768556.15,527587.84,240,1,0,54,4221.38,2198.28,0.3536,0.6865,0.2645,0.3822,1.0003,80,55,92,0,0.0
APP-001001,6166.28,190.68,3748.31,507968.79,345960.7,180,2,0,27,5181.39,1922.0,0.0309,0.6811,0.3117,0.6079,0.9505,80,55,84,1,291000.0
APP-001002,7173.69,2444.55,4313.27,756036.9,475875.49,240,3,0,39,20720.04,1982.81,0.3408,0.6294,0.2764,0.6013,1.2184,80,75,76,0,12000.0
APP-001003,10528.51,3066.6,3342.01,443661.11,344149.16,240,2,0,62,15084.74,1433.95,0.2913,0.7757,0.1362,0.3174,0.7449,100,75,84,1,125000.0
APP-001004,8509.58,0.0,5745.82,555024.65,416548.22,240,0,0,84,11171.89,1735.62,0.0,0.7505,0.204,0.6752,0.8792,100,75,100,1,417000.0
APP-001005,9588.67,0.0,4096.73,591377.65,303504.2,240,0,0,29,3605.69,1264.6,0.0,0.5132,0.1319,0.4272,0.5591,80,55,100,0,304000.0
APP-001006,10644.25,3888.54,4555.31,366946.93,185418.88,240,1,0,110,11364.71,772.58,0.3653,0.5053,0.0726,0.428,0.8659,100,75,92,0,0.0
APP-001007,7300.51,1422.04,3181.83,650372.19,504174.36,300,2,0,52,13102.48,1680.58,0.1948,0.7752,0.2302,0.4358,0.8608,80,75,84,0,286000.0
APP-001008,10919.99,437.61,4707.51,711250.47,436716.87,240,0,0,70,12703.9,1819.65,0.0401,0.614,0.1666,0.4311,0.6378,100,75,100,0,437000.0
APP-001009,9712.3,1853.65,1165.48,809164.06,614370.23,240,2,0,37,6629.22,2559.88,0.1909,0.7593,0.2636,0.12,0.5744,80,55,84,1,312000.0
APP-001010,4548.6,1232.51,1775.4,511607.64,420296.48,240,0,0,99,4054.4,1751.24,0.271,0.8215,0.385,0.3903,1.0463,100,55,100,0,86000.0
APP-001011,13115.38,2733.26,2646.27,834683.65,463062.57,300,0,0,64,29150.79,1543.54,0.2084,0.5548,0.1177,0.2018,0.5279,100,75,100,0,463000.0
APP-001012,6897.62,18.77,4691.85,430544.04,230986.95,300,2,0,35,12077.75,769.96,0.0027,0.5365,0.1116,0.6802,0.7946,80,75,84,1,194000.0
APP-001013,3203.69,1550.52,2158.56,231101.59,216698.44,180,0,0,40,5224.06,1203.88,0.484,0.9377,0.3758,0.6738,1.5335,80,75,100,1,0.0
APP-001014,5155.86,1859.15,2868.26,452532.18,346505.79,180,0,0,86,7975.05,1925.03,0.3606,0.7657,0.3734,0.5563,1.2903,100,75,100,1,0.0
APP-001015,5232.66,905.5,1998.06,312908.43,208240.16,240,2,0,68,446.2,867.67,0.173,0.6655,0.1658,0.3818,0.7207,100,30,84,0,175000.0
APP-001016,8666.95,1548.67,2242.29,508253.54,304234.34,240,1,0,43,12091.39,1267.64,0.1787,0.5986,0.1463,0.2587,0.5837,80,75,92,1,280000.0
APP-001017,7623.68,2060.9,2399.84,678731.56,443647.93,240,2,1,84,16095.16,1848.53,0.2703,0.6536,0.2425,0.3148,0.8276,100,75,49,0,71000.0
APP-001018,7422.14,459.08,5424.27,570135.28,322255.05,240,1,0,60,6792.52,1342.73,0.0619,0.5652,0.1809,0.7308,0.9736,100,55,92,0,296000.0
APP-001019,10483.05,2779.84,3241.87,347983.58,290511.86,300,2,0,13,21277.28,968.37,0.2652,0.8348,0.0924,0.3092,0.6668,60,75,84,0,224000.0
APP-001020,9587.6,323.08,1150.51,459657.86,284538.49,240,1,1,48,15730.42,1185.58,0.0337,0.619,0.1237,0.12,0.2774,80,75,57,1,162000.0
APP-001021,9511.35,1998.58,5562.49,922812.84,795611.86,240,0,0,85,18023.12,3315.05,0.2101,0.8622,0.3485,0.5848,1.1435,100,75,100,1,319000.0
APP-001022,9811.45,553.37,6476.35,757784.57,506138.14,180,4,0,130,11732.95,2811.88,0.0564,0.6679,0.2866,0.6601,1.0031,100,75,68,0,344000.0
APP-001023,10471.63,664.62,7178.04,589348.34,344394.24,240,2,0,25,20397.97,1434.98,0.0635,0.5844,0.137,0.6855,0.886,80,75,84,1,289000.0
APP-001024,2500.0,1126.0,1465.34,167331.57,111205.34,120,2,0,82,50.0,926.71,0.4504,0.6646,0.3707,0.5861,1.4072,100,30,84,1,0.0
APP-001025,7333.8,1674.24,4490.07,515113.18,195154.91,240,3,1,52,8652.64,813.15,0.2283,0.3789,0.1109,0.6122,0.9514,80,75,41,0,80000.0
APP-001026,2500.0,622.59,1071.17,208108.0,146570.48,240,2,0,22,4479.28,610.71,0.249,0.7043,0.2443,0.4285,0.9218,60,75,84,0,51000.0
APP-001027,8615.39,0.0,1033.85,392441.94,273879.15,240,5,0,24,12205.16,1141.16,0.0,0.6979,0.1325,0.12,0.2525,60,75,60,0,164000.0
APP-001028,8485.17,1157.55,3601.63,465521.41,385087.02,240,2,0,26,18124.85,1604.53,0.1364,0.8272,0.1891,0.4245,0.75,80,75,84,1,313000.0
APP-001029,11845.7,3370.93,6153.27,887399.58,421319.89,180,0,1,18,11947.71,2340.67,0.2846,0.4748,0.1976,0.5195,1.0016,60,75,65,0,91000.0
APP-001030,12300.43,3040.41,4899.96,838925.96,730740.27,120,0,0,21,8084.95,6089.5,0.2472,0.871,0.4951,0.3984,1.1406,60,55,100,1,152000.0
APP-001031,9148.88,0.0,3577.82,734595.29,607273.7,120,1,0,53,182.98,5060.61,0.0,0.8267,0.5531,0.3911,0.9442,80,30,92,0,354000.0
APP-001032,6898.84,1717.81,1833.31,330239.87,291524.42,300,1,1,12,6238.83,971.75,0.249,0.8828,0.1409,0.2657,0.6556,60,55,57,1,119000.0
APP-001033,10052.52,2727.43,2610.86,768296.84,547907.99,300,5,0,29,16236.7,1826.36,0.2713,0.7131,0.1817,0.2597,0.7127,80,75,60,1,142000.0
APP-001034,6810.66,2722.4,4863.52,610565.81,520083.98,180,0,0,41,12496.94,2889.36,0.3997,0.8518,0.4242,0.7141,1.5381,80,75,100,1,0.0
APP-001035,8495.54,1089.7,6115.9,669132.23,353795.82,180,0,0,29,169.91,1965.53,0.1283,0.5287,0.2314,0.7199,1.0795,80,30,100,1,339000.0
APP-001036,11655.64,0.0,4890.43,845080.38,686793.6,240,0,0,19,25733.23,2861.64,0.0,0.8127,0.2455,0.4196,0.6651,60,75,100,0,676000.0
APP-001037,6715.13,540.25,3122.83,458469.54,284135.97,240,1,0,51,1833.37,1183.9,0.0805,0.6197,0.1763,0.465,0.7218,80,30,92,0,261000.0
APP-001038,11078.17,735.71,2914.25,608996.78,307736.89,180,2,1,29,11532.01,1709.65,0.0664,0.5053,0.1543,0.2631,0.4838,80,75,49,1,151000.0
APP-001039,10667.68,3447.15,5577.19,732912.86,420590.64,120,6,0,30,6806.68,3504.92,0.3231,0.5739,0.3286,0.5228,1.1745,80,55,52,1,18000.0
APP-001040,5444.67,0.0,3819.67,504582.83,363662.46,240,0,0,47,8305.97,1515.26,0.0,0.7207,0.2783,0.7015,0.9798,80,75,100,0,364000.0
APP-001041,11616.46,1826.46,2036.63,788263.86,483080.5,180,1,0,73,14342.46,2683.78,0.1572,0.6128,0.231,0.1753,0.5636,100,75,92,0,371000.0
APP-001042,10735.41,4504.7,5305.67,579535.43,445598.74,180,0,0,34,18896.17,2475.55,0.4196,0.7689,0.2306,0.4942,1.1444,80,75,100,1,0.0
APP-001043,8826.16,1950.67,4468.19,539627.65,261681.16,180,0,0,35,24796.44,1453.78,0.221,0.4849,0.1647,0.5062,0.892,80,75,100,0,205000.0
APP-001044,6060.56,2093.83,3057.05,446150.34,197857.56,240,0,0,22,9139.74,824.41,0.3455,0.4435,0.136,0.5044,0.9859,60,75,100,1,7000.0
APP-001045,5750.54,0.0,3926.76,363875.52,326909.54,240,0,0,85,3628.52,1362.12,0.0,0.8984,0.2369,0.6829,0.9197,100,55,100,1,291000.0
APP-001046,6779.48,0.0,5055.88,533785.45,447042.12,180,0,0,52,10609.63,2483.57,0.0,0.8375,0.3663,0.7458,1.1121,80,75,100,1,427000.0
APP-001047,10236.3,4311.67,3916.85,812876.92,474387.99,240,2,1,82,29691.68,1976.62,0.4212,0.5836,0.1931,0.3826,0.997,100,75,49,0,0.0
APP-001048,5442.0,1274.35,2871.79,468021.19,336792.75,240,1,0,89,9472.92,1403.3,0.2342,0.7196,0.2579,0.5277,1.0197,100,75,92,1,139000.0
APP-001049,9900.04,2321.15,4291.44,946682.05,807080.45,240,1,1,33,19811.21,3362.84,0.2345,0.8525,0.3397,0.4335,1.0076,80,75,57,1,156000.0
APP-001050,4526.38,287.24,1443.29,397984.23,308237.23,300,1,0,145,90.53,1027.46,0.0635,0.7745,0.227,0.3189,0.6093,100,30,92,0,284000.0
APP-001051,7846.98,1837.05,3635.74,417331.43,308520.19,120,4,0,78,11756.27,2571.0,0.2341,0.7393,0.3276,0.4633,1.0251,100,75,68,0,74000.0
APP-001052,8850.87,527.24,4668.3,475613.86,410155.14,300,1,0,55,8043.53,1367.18,0.0596,0.8624,0.1545,0.5274,0.7415,80,55,92,1,350000.0
APP-001053,16324.42,6303.87,7422.85,1120444.5,700286.08,240,0,0,35,8780.7,2917.86,0.3862,0.625,0.1787,0.4547,1.0196,80,55,100,1,0.0
APP-001054,4092.59,2463.31,1141.88,253244.73,183362.66,240,3,0,32,4624.28,764.01,0.6019,0.7241,0.1867,0.279,1.0676,80,75,76,1,0.0
APP-001055,13210.45,3801.33,4568.57,654050.78,469398.95,180,0,0,51,16483.61,2607.77,0.2878,0.7177,0.1974,0.3458,0.831,80,75,100,1,148000.0
APP-001056,8979.5,1177.28,3116.38,557173.65,381408.17,180,1,0,58,5280.37,2118.93,0.1311,0.6845,0.236,0.3471,0.7141,80,55,92,0,325000.0
APP-001057,9815.75,0.0,2799.54,603263.9,403779.78,120,1,0,10,12953.03,3364.83,0.0,0.6693,0.3428,0.2852,0.628,35,75,92,1,371000.0
APP-001058,8878.71,0.0,4174.47,514137.35,375049.25,300,0,0,39,8824.21,1250.16,0.0,0.7295,0.1408,0.4702,0.611,80,55,100,0,375000.0
APP-001059,9923.13,4343.16,4831.55,638213.67,462368.56,240,0,0,57,17684.95,1926.54,0.4377,0.7245,0.1941,0.4869,1.1187,80,75,100,1,0.0
APP-001060,8008.21,607.93,4618.52,730445.56,426364.29,240,1,0,65,10849.66,1776.52,0.0759,0.5837,0.2218,0.5767,0.8745,100,75,92,1,392000.0
APP-001061,13152.96,2210.79,3719.4,967877.5,797757.03,240,2,0,46,19575.96,3323.99,0.1681,0.8242,0.2527,0.2828,0.7036,80,75,84,0,482000.0
APP-001062,7039.29,2194.47,2306.1,805946.62,477982.7,120,1,0,64,14299.96,3983.19,0.3117,0.5931,0.5659,0.3276,1.2052,100,75,92,1,30000.0
APP-001063,12123.15,5182.9,8107.13,885828.28,612665.11,180,0,0,32,19996.66,3403.7,0.4275,0.6916,0.2808,0.6687,1.377,80,75,100,1,0.0
APP-001064,6438.03,1236.47,2534.53,417047.65,284265.33,240,1,1,63,7368.47,1184.44,0.1921,0.6816,0.184,0.3937,0.7697,100,75,57,0,139000.0
APP-001065,8307.19,1356.95,3529.07,582121.57,446227.31,240,4,1,58,166.14,1859.28,0.1633,0.7666,0.2238,0.4248,0.812,80,30,33,1,130000.0
APP-001066,5069.72,1166.17,1987.25,378286.55,168154.61,240,1,0,88,8174.19,700.64,0.23,0.4445,0.1382,0.392,0.7602,100,75,92,0,134000.0
APP-001067,9956.08,1315.5,5986.44,774926.9,647698.06,240,0,0,114,3278.23,2698.74,0.1321,0.8358,0.2711,0.6013,1.0045,100,55,100,1,521000.0
APP-001068,13124.4,1833.02,7972.94,1409308.95,890670.93,240,2,0,90,14074.43,3711.13,0.1397,0.632,0.2828,0.6075,1.0299,100,75,84,0,557000.0
APP-001069,8252.46,2291.4,4935.91,452104.69,397217.03,240,5,1,43,12246.17,1655.07,0.2777,0.8786,0.2006,0.5981,1.0763,80,75,25,1,50000.0
APP-001070,7869.97,1935.55,3338.84,672589.54,442455.33,120,3,0,23,18492.26,3687.13,0.2459,0.6578,0.4685,0.4243,1.1387,60,75,76,1,75000.0
APP-001071,4933.23,2557.51,1383.33,363773.65,259607.19,240,1,1,29,13852.94,1081.7,0.5184,0.7137,0.2193,0.2804,1.0181,80,75,57,1,0.0
APP-001072,7766.26,2185.73,5654.1,324010.38,313898.73,240,0,1,112,2492.22,1307.91,0.2814,0.9688,0.1684,0.728,1.1779,100,55,65,1,83000.0
APP-001073,3403.06,1297.11,1895.54,285423.28,195214.12,180,1,0,53,68.06,1084.52,0.3812,0.6839,0.3187,0.557,1.2569,80,30,92,1,0.0
APP-001074,5578.79,390.63,1935.48,517807.84,456214.85,180,1,0,59,8051.01,2534.53,0.07,0.8811,0.4543,0.3469,0.8713,80,75,92,1,259000.0
APP-001075,9225.72,2707.95,5976.52,503454.9,365042.99,180,1,0,82,12622.49,2028.02,0.2935,0.7251,0.2198,0.6478,1.1612,100,75,92,1,86000.0
APP-001076,12720.84,1511.01,4252.61,888413.32,687635.86,180,3,0,51,868.98,3820.2,0.1188,0.774,0.3003,0.3343,0.7534,80,30,76,1,402000.0
APP-001077,17489.47,4815.96,11293.17,681103.52,496588.91,240,1,0,97,19851.56,2069.12,0.2754,0.7291,0.1183,0.6457,1.0394,100,75,92,0,288000.0
APP-001078,6622.93,2095.44,4348.12,313539.23,260306.76,120,2,0,21,11178.09,2169.22,0.3164,0.8302,0.3275,0.6565,1.3004,60,75,84,1,22000.0
APP-001079,13092.96,2971.86,3568.65,1163499.81,734029.8,240,1,0,67,561.21,3058.46,0.227,0.6309,0.2336,0.2726,0.7331,100,30,92,0,356000.0
APP-001080,9280.01,5169.2,4761.4,571690.28,338482.77,120,0,0,132,2365.22,2820.69,0.557,0.5921,0.304,0.5131,1.3741,100,30,100,1,0.0
APP-001081,8016.01,3366.06,4369.93,401133.41,255516.01,120,2,0,102,4571.18,2129.3,0.4199,0.637,0.2656,0.5452,1.2307,100,55,84,1,0.0
APP-001082,9884.3,3803.62,8286.86,732726.16,537060.69,180,2,0,105,9478.71,2983.67,0.3848,0.733,0.3019,0.8384,1.5251,100,55,84,1,0.0
APP-001083,8698.13,2844.29,2620.15,527077.06,364364.98,180,1,1,19,15435.48,2024.25,0.327,0.6913,0.2327,0.3012,0.861,60,75,57,0,21000.0
APP-001084,8853.27,4133.33,5747.6,544699.07,442478.52,300,3,0,57,7579.88,1474.93,0.4669,0.8123,0.1666,0.6492,1.2827,80,55,76,1,0.0
APP-001085,7193.33,135.41,3041.16,599261.31,533111.93,180,0,0,47,8630.46,2961.73,0.0188,0.8896,0.4117,0.4228,0.8533,80,75,100,1,429000.0
APP-001086,4026.05,1658.09,891.29,197633.92,117224.78,180,1,0,29,12768.86,651.25,0.4118,0.5931,0.1618,0.2214,0.795,80,100,92,1,0.0
APP-001087,3560.4,289.2,1427.02,191205.64,119424.49,180,3,0,58,1030.1,663.47,0.0812,0.6246,0.1863,0.4008,0.6684,80,30,76,0,91000.0
APP-001088,10590.38,1493.16,4452.14,770698.65,411005.01,180,0,0,23,5955.04,2283.36,0.141,0.5333,0.2156,0.4204,0.777,60,55,100,0,398000.0
APP-001089,7614.56,2273.67,1908.04,665888.5,652570.73,240,1,1,64,13403.76,2719.04,0.2986,0.98,0.3571,0.2506,0.9063,100,75,57,1,54000.0
APP-001090,6592.52,2588.56,3098.14,608402.72,462146.99,240,0,0,28,13443.71,1925.61,0.3927,0.7596,0.2921,0.4699,1.1547,80,75,100,1,0.0
APP-001091,8527.22,498.84,4888.22,494824.99,387138.35,180,0,0,62,12989.69,2150.77,0.0585,0.7824,0.2522,0.5732,0.884,100,75,100,0,387000.0
APP-001092,11043.78,1637.17,5059.29,959404.21,523616.83,240,2,0,30,30680.41,2181.74,0.1482,0.5458,0.1976,0.4581,0.8039,80,75,84,1,440000.0
APP-001093,9077.16,2120.92,3025.46,507281.33,365165.4,240,0,0,41,13032.18,1521.52,0.2337,0.7198,0.1676,0.3333,0.7346,80,75,100,0,253000.0
APP-001094,6400.62,1241.14,2536.21,658443.53,517669.78,240,2,1,39,128.01,2156.96,0.1939,0.7862,0.337,0.3962,0.9271,80,30,49,1,117000.0
APP-001095,12424.14,4218.8,5209.11,616139.33,423374.91,240,1,0,46,15372.34,1764.06,0.3396,0.6871,0.142,0.4193,0.9008,80,75,92,1,29000.0
APP-001096,13553.39,9501.33,6163.7,1272834.68,1094436.38,180,1,0,49,8621.51,6080.2,0.701,0.8598,0.4486,0.4548,1.6044,80,55,92,1,0.0
APP-001097,10082.58,2810.06,6025.08,586637.35,574904.6,240,1,0,39,24152.12,2395.44,0.2787,0.98,0.2376,0.5976,1.1139,80,75,92,1,159000.0
APP-001098,11615.72,1359.88,5384.01,1234036.27,736573.83,240,0,0,26,23442.41,3069.06,0.1171,0.5969,0.2642,0.4635,0.8448,80,75,100,0,649000.0
APP-001099,12474.27,480.12,2439.58,1005972.36,590635.2,240,1,1,92,249.49,2460.98,0.0385,0.5871,0.1973,0.1956,0.4313,100,30,57,0,337000.0
APP-001100,12116.32,2113.87,3998.73,626555.42,379624.74,300,1,0,50,28658.56,1265.42,0.1745,0.6059,0.1044,0.33,0.6089,80,75,92,0,349000.0
APP-001101,10465.12,924.75,4673.34,634183.05,589032.95,300,1,0,59,20882.42,1963.44,0.0884,0.9288,0.1876,0.4466,0.7225,80,75,92,0,467000.0
APP-001102,10414.71,2972.95,6247.37,875473.71,748973.18,180,2,0,39,8935.66,4160.96,0.2855,0.8555,0.3995,0.5999,1.2848,80,55,84,1,102000.0
APP-001103,10162.91,2878.98,6378.81,903966.79,634929.44,240,4,0,166,10969.87,2645.54,0.2833,0.7024,0.2603,0.6277,1.1713,100,75,68,0,111000.0
APP-001104,4988.52,774.0,3511.67,342846.57,248479.0,240,2,0,53,11987.21,1035.33,0.1552,0.7248,0.2075,0.7039,1.0666,80,75,84,1,196000.0
APP-001105,10742.31,5348.53,4736.27,760597.19,466892.07,240,4,0,94,214.85,1945.38,0.4979,0.6138,0.1811,0.4409,1.1199,100,30,68,1,0.0
APP-001106,4161.4,487.04,2256.02,348102.19,290910.23,240,1,0,42,6453.73,1212.13,0.117,0.8357,0.2913,0.5421,0.9504,80,75,92,1,214000.0
APP-001107,5957.28,1210.99,1115.72,431142.61,289129.74,300,2,1,68,12713.25,963.77,0.2033,0.6706,0.1618,0.1873,0.5523,100,75,49,0,128000.0
APP-001108,12671.41,3921.58,6193.54,591969.07,406203.29,240,2,0,45,13560.41,1692.51,0.3095,0.6862,0.1336,0.4888,0.9318,80,75,84,1,104000.0
APP-001109,11188.7,3858.85,2774.33,619479.05,495052.14,240,3,0,86,19391.35,2062.72,0.3449,0.7991,0.1844,0.248,0.7772,100,75,76,1,10000.0
APP-001110,13259.67,5288.76,5436.38,984294.27,684636.37,120,0,0,37,16479.64,5705.3,0.3989,0.6956,0.4303,0.41,1.2391,80,75,100,1,0.0
APP-001111,7630.64,2136.5,6486.05,701093.34,483371.9,240,0,0,24,3390.79,2014.05,0.28,0.6895,0.2639,0.85,1.3939,60,55,100,1,128000.0
APP-001112,4812.8,1766.91,2255.13,476889.57,344016.11,300,1,0,59,2030.39,1146.72,0.3671,0.7214,0.2383,0.4686,1.074,80,55,92,1,0.0
APP-001113,7730.6,980.9,2178.41,649614.22,534889.89,240,2,0,89,13843.47,2228.71,0.1269,0.8234,0.2883,0.2818,0.697,100,75,84,0,348000.0
APP-001114,8826.5,3076.31,4283.03,663498.91,619737.24,120,2,0,46,5100.52,5164.48,0.3485,0.934,0.5851,0.4852,1.4189,80,55,84,1,1000.0
APP-001115,8752.76,3034.25,2952.03,730668.91,581695.17,300,1,0,36,175.06,1938.98,0.3467,0.7961,0.2215,0.3373,0.9055,80,30,92,1,8000.0
APP-001116,12127.78,5236.82,3229.4,703392.72,579898.66,240,2,0,21,15282.93,2416.24,0.4318,0.8244,0.1992,0.2663,0.8973,60,75,84,1,0.0
APP-001117,7343.93,0.0,5555.7,493819.7,342720.24,240,1,0,90,5054.29,1428.0,0.0,0.694,0.1944,0.7565,0.9509,100,55,92,0,315000.0
APP-001118,9626.51,895.21,5686.28,531052.67,333493.79,120,0,0,28,681.58,2779.11,0.093,0.628,0.2887,0.5907,0.9724,80,30,100,1,297000.0
APP-001119,5336.39,1788.97,2536.31,253599.45,204152.18,240,2,0,39,6481.44,850.63,0.3352,0.805,0.1594,0.4753,0.9699,80,75,84,1,16000.0
APP-001120,9941.02,0.0,3552.01,755555.76,560819.8,120,2,1,38,18296.93,4673.5,0.0,0.7423,0.4701,0.3573,0.8274,80,75,49,0,205000.0
APP-001121,8509.95,2458.36,3151.01,624113.07,333936.86,180,3,0,48,9940.77,1855.2,0.2889,0.5351,0.218,0.3703,0.8772,80,75,76,1,71000.0
APP-001122,6100.6,2247.29,4067.86,502553.45,340405.06,240,0,0,68,1161.45,1418.35,0.3684,0.6774,0.2325,0.6668,1.2677,100,30,100,1,0.0
APP-001123,7745.35,1078.98,3632.97,618311.07,438520.67,300,2,0,139,12265.71,1461.74,0.1393,0.7092,0.1887,0.4691,0.7971,100,75,84,0,368000.0
APP-001124,7910.64,1263.91,949.28,588295.11,384533.5,180,2,0,60,16467.11,2136.3,0.1598,0.6536,0.2701,0.12,0.5498,100,75,84,0,228000.0
APP-001125,7635.5,531.59,6164.53,610986.12,557601.6,300,2,0,21,23988.7,1858.67,0.0696,0.9126,0.2434,0.8074,1.1204,60,100,84,0,411000.0
APP-001126,14168.29,2082.5,6365.67,980895.0,767431.72,300,4,0,47,34679.16,2558.11,0.147,0.7824,0.1806,0.4493,0.7768,80,75,68,1,522000.0
APP-001127,8184.97,1236.26,3887.36,633779.18,569458.67,120,3,1,61,2006.77,4745.49,0.151,0.8985,0.5798,0.4749,1.2058,100,30,41,1,80000.0
APP-001128,7719.53,960.33,4584.41,439468.36,331466.94,180,0,0,98,14839.06,1841.48,0.1244,0.7542,0.2385,0.5939,0.9568,100,75,100,1,313000.0
APP-001129,2500.0,291.81,1236.16,191636.77,140006.07,240,2,0,92,3452.18,583.36,0.1167,0.7306,0.2333,0.4945,0.8445,100,75,84,0,118000.0
APP-001130,5638.54,1026.55,3042.02,462537.71,276709.61,240,1,0,46,637.78,1152.96,0.1821,0.5982,0.2045,0.5395,0.926,80,30,92,1,209000.0
APP-001131,7658.17,1381.27,2697.24,443758.0,320193.95,180,1,0,52,10762.91,1778.86,0.1804,0.7216,0.2323,0.3522,0.7649,80,75,92,0,215000.0
APP-001132,6305.27,3041.53,1407.54,447251.68,322780.2,240,1,0,57,18139.06,1344.92,0.4824,0.7217,0.2133,0.2232,0.9189,80,75,92,0,0.0
APP-001133,12921.46,2129.64,6006.38,759461.06,411836.9,240,1,1,52,28766.77,1715.99,0.1648,0.5423,0.1328,0.4648,0.7625,80,75,57,0,235000.0
APP-001134,7972.2,2137.99,5174.42,482500.45,313558.43,240,0,0,47,1896.55,1306.49,0.2682,0.6499,0.1639,0.6491,1.0811,80,30,100,1,157000.0
APP-001135,12623.02,1757.58,3993.31,628011.38,425774.92,240,0,0,115,14672.31,1774.06,0.1392,0.678,0.1405,0.3164,0.5961,100,75,100,0,426000.0
APP-001136,8697.45,1195.52,2639.82,806984.2,624405.92,120,1,0,32,13850.76,5203.38,0.1375,0.7738,0.5983,0.3035,1.0392,80,75,92,1,204000.0
APP-001137,8619.13,0.0,5303.89,768674.04,599546.93,180,1,0,83,172.38,3330.82,0.0,0.78,0.3864,0.6154,1.0018,100,30,92,1,500000.0
APP-001138,8215.85,0.07,2849.59,654588.18,421835.34,120,1,0,74,164.32,3515.29,0.0,0.6444,0.4279,0.3468,0.7747,100,30,92,0,317000.0
APP-001139,8512.15,434.29,3015.94,898027.59,701317.38,300,2,0,46,10973.56,2337.72,0.051,0.781,0.2746,0.3543,0.68,80,75,84,0,589000.0
APP-001140,14000.14,3440.08,5044.21,932319.67,649201.92,300,1,0,31,18212.89,2164.01,0.2457,0.6963,0.1546,0.3603,0.7606,80,75,92,0,403000.0
APP-001141,2500.0,926.66,1024.01,311429.31,109000.26,240,1,0,50,50.0,454.17,0.3707,0.35,0.1817,0.4096,0.9619,80,30,92,0,0.0
APP-001142,2500.0,0.0,420.54,164761.18,108246.24,120,1,1,70,3747.94,902.05,0.0,0.657,0.3608,0.1682,0.529,100,75,57,1,60000.0
APP-001143,6761.85,967.82,2256.47,504390.17,433910.99,240,2,0,5,14391.03,1807.96,0.1431,0.8603,0.2674,0.3337,0.7442,35,75,84,1,282000.0
APP-001144,8546.49,244.73,3904.54,537061.36,269263.9,180,1,0,23,8149.32,1495.91,0.0286,0.5014,0.175,0.4569,0.6605,60,55,92,0,248000.0
